time,open,close,high,low,volume,ret
2022-06-15,167.2,169.35,172.16,163.975,30008251.0,-0.050073811632713294
2022-06-16,163.72,160.87,165.08,159.61,26944143.0,0.017840492322993784
2022-06-17,161.68,163.74,165.9,159.9,31374215.0,0.0
2022-06-20,163.74,163.74,163.74,163.74,0.0,-0.0408574569439355
2022-06-21,165.93,157.05,167.76,155.97,50724899.0,-0.00764087870105068
2022-06-22,158.38,155.85,160.79,155.44,47596820.0,0.0186076355470004
2022-06-23,156.27,158.75,159.75,154.25,40499198.0,0.07187401574803154
2022-06-24,161.725,170.16,170.25,161.3,68736009.0,-0.003937470615890892
2022-06-27,171.32,169.49,171.75,168.01,29174559.0,-0.051979467815210345
2022-06-28,169.9,160.68,171.3,160.61,27788725.0,0.020288772715957082
2022-06-29,163.57,163.94,166.33,160.32,28595236.0,-0.016408442112968102
2022-06-30,162.15,161.25,165.23,158.49,35250605.0,-0.007565891472868236
2022-07-01,160.31,160.03,160.62,155.0,31423933.0,0.0
2022-07-04,160.03,160.03,160.03,160.03,0.0,0.05099043929263258
2022-07-05,158.14,168.19,168.25,157.02,28664799.0,0.009394137582495965
2022-07-06,168.2,169.77,171.59,165.46,23085921.0,0.014254579725510919
2022-07-07,169.45,172.19,172.72,167.78,24083368.0,-0.0076078750217782876
2022-07-08,169.98,170.88,172.4,168.1501,19249243.0,-0.04681647940074907
2022-07-11,167.065,162.88,167.49,161.91,21905133.0,0.0023944007858547334
2022-07-12,164.8,163.27,165.9107,162.1,16639659.0,0.0013474612604886804
2022-07-13,160.16,163.49,164.98,159.6127,16555138.0,-0.03327420637347844
2022-07-14,161.22,158.05,162.59,157.2801,23765168.0,0.04207529262891474
2022-07-15,160.54,164.7,164.98,159.82,23342807.0,0.015361262902246597
2022-07-18,166.75,167.23,171.685,165.64,23574337.0,0.051127190097470576
2022-07-19,170.37,175.78,176.49,169.51,25933679.0,0.04158607350096721
2022-07-20,177.485,183.09,183.6,176.7,24784274.0,0.0004369435796602872
2022-07-21,180.63,183.17,183.85,178.87,27195815.0,-0.07588578915761302
2022-07-22,173.07,169.27,175.5995,168.41,42583916.0,-0.015478230046671038
2022-07-25,169.0,166.65,170.57,164.805,26166326.0,-0.045004500450045004
2022-07-26,165.94,159.15,166.0,157.95,28468424.0,0.06553565818410312
2022-07-27,162.59,169.58,170.87,162.02,43846557.0,-0.05224672720839729
2022-07-28,161.06,160.72,161.51,154.85,73214326.0,-0.010079641612742662
2022-07-29,157.69,159.1,160.14,155.17,42065395.0,0.0052168447517284555
2022-08-01,157.25,159.93,165.19,155.2301,40596702.0,0.00162571124867128
2022-08-02,158.31,160.19,162.24,158.01,27374516.0,0.053748673450277895
2022-08-03,162.69,168.8,169.54,161.57,31717527.0,0.010485781990521303
2022-08-04,168.295,170.57,172.15,166.8,23938212.0,-0.020284927009438847
2022-08-05,166.99,167.11,171.612,165.8,25832701.0,0.018790018550655097
2022-08-08,168.0,170.25,177.51,167.13,27299113.0,-0.010102790014684282
2022-08-09,168.95,168.53,169.53,166.6,18655056.0,0.058209220910223625
2022-08-10,175.99,178.34,180.48,173.95,30262132.0,-0.004766176965347091
2022-08-11,179.71,177.49,183.1,176.37,24079062.0,0.016958701898698525
2022-08-12,180.81,180.5,181.4572,178.911,21274046.0,0.002160664819944591
2022-08-15,178.96,180.89,181.44,178.2,15878671.0,-0.007850074630991188
2022-08-16,179.44,179.47,180.99,177.035,21156710.0,-0.025742463921546777
2022-08-17,176.76,174.85,178.14,174.17,20118133.0,-0.001086645696311117
2022-08-18,174.34,174.66,175.76,171.86,18844451.0,-0.038360242757357055
2022-08-19,170.2,167.96,172.32,167.05,26240799.0,-0.029233150750178627
2022-08-22,165.49,163.05,165.49,162.26,19499711.0,-0.011898190739037084
2022-08-23,162.48,161.11,165.05,160.7,18111777.0,0.013344919620135176
2022-08-24,160.6,163.26,165.46,159.77,20891481.0,0.033811098860712985
2022-08-25,165.18,168.78,168.88,164.02,15550514.0,-0.04147410830667142
2022-08-26,168.48,161.78,170.92,161.6726,24023633.0,-0.016133020150822186
2022-08-29,160.655,159.17,163.05,159.01,20052661.0,-0.012628007790412732
2022-08-30,160.355,157.16,161.66,155.91,19567948.0,0.03671417663527632
2022-08-31,167.07,162.93,167.84,162.14,40952975.0,0.014914380408764583
2022-09-01,163.58,165.36,167.3599,160.345,30145683.0,-0.030478955007257058
2022-09-02,167.45,160.32,167.93,159.22,22634191.0,0.0
2022-09-05,160.32,160.32,160.32,160.32,0.0,-0.011102794411177674
2022-09-06,160.1,158.54,161.69,157.69,19339781.0,0.01166897943736589
2022-09-07,157.76,160.39,160.955,156.81,16831182.0,0.010412120456387619
2022-09-08,158.71,162.06,162.23,157.74,22530785.0,0.0437492286807355
2022-09-09,163.248,169.15,169.54,163.02,22129802.0,-0.0011232633757020105
2022-09-12,167.39,168.96,171.39,167.28,23220405.0,-0.09369081439393945
2022-09-13,161.54,153.13,161.63,152.67,44444061.0,-0.010840462352249669
2022-09-14,153.33,151.47,153.54,149.05,43064195.0,-0.012675777381659703
2022-09-15,149.8,149.55,154.1984,148.7,34606348.0,-0.021798729521899207
2022-09-16,148.05,146.29,148.58,144.2935,40122824.0,0.011825825415271218
2022-09-19,145.235,148.02,148.58,145.1,22169477.0,-0.013038778543440155
2022-09-20,145.775,146.09,148.84,145.22,23217350.0,-0.02717502909165581
2022-09-21,146.39,142.12,149.6,142.0,38338614.0,0.004925415142133405
2022-09-22,141.55,142.82,144.58,140.87,34418521.0,-0.016874387340708563
2022-09-23,141.42,140.41,142.62,138.89,31710685.0,-0.02877287942454232
2022-09-26,140.12,136.37,142.24,136.19,30497021.0,-0.01444599252034906
2022-09-27,137.92,134.4,139.42,134.1201,30826471.0,0.05364583333333339
2022-09-28,134.62,141.61,142.03,134.27,32658478.0,-0.03672057058117373
2022-09-29,139.36,136.41,139.84,135.2,38985414.0,-0.0053515138186349676
2022-09-30,136.05,135.68,140.99,135.5,33166393.0,0.021594929245283057
2022-10-03,137.14,138.61,139.62,136.1,27723063.0,0.012048192771084265
2022-10-04,140.49,140.28,142.3901,139.34,34670729.0,-0.009267179925862679
2022-10-05,138.24,138.98,140.21,134.78,27979348.0,0.0006475751906749316
2022-10-06,137.715,139.07,141.45,136.6,36231056.0,-0.04041130366002732
2022-10-07,136.76,133.45,138.29,132.44,33214773.0,0.002547770700636942
2022-10-10,133.55,133.79,136.11,131.87,24023982.0,-0.039240600941774395
2022-10-11,131.62,128.54,132.66,126.99,38481403.0,-0.00809086665629366
2022-10-12,128.32,127.5,129.67,126.25,34605245.0,0.021882352941176464
2022-10-13,123.53,130.29,131.14,122.5301,34325715.0,-0.027093407015119975
2022-10-14,131.0,126.76,131.79,126.52,23559407.0,0.057431366361628156
2022-10-17,130.3,134.04,134.79,130.18,29612245.0,-0.009250969859743163
2022-10-18,137.085,132.8,137.8399,131.4,25444979.0,0.003237951807228745
2022-10-19,132.89,133.23,137.0,132.22,30691047.0,-0.012759888913908224
2022-10-20,132.93,131.53,136.77,131.31,26356276.0,-0.011556298943206977
2022-10-21,126.31,130.01,130.12,125.44,46348647.0,-0.00223059764633482
2022-10-24,127.25,129.72,133.48,124.57,63563447.0,0.060052420598211365
2022-10-25,130.875,137.51,138.35,130.59,38433219.0,-0.055923205585048374
2022-10-26,131.68,129.82,135.55,128.53,89294679.0,-0.24557079032506546
2022-10-27,97.975,97.94,102.5,96.38,232316571.0,0.012865019399632471
2022-10-28,99.58,99.2,100.85,97.51,95928306.0,-0.06088709677419357
2022-10-31,98.22,93.16,99.32,92.6,121361444.0,0.021897810218978186
2022-11-01,94.33,95.2,97.49,93.55,110189617.0,-0.04894957983193271
2022-11-02,94.205,90.54,95.2,90.48,71821058.0,-0.01800309255577659
2022-11-03,90.08,88.91,90.4576,88.41,60664012.0,0.021144978067709097
2022-11-04,90.35,90.79,91.39,88.09,55638061.0,0.06531556338803823
2022-11-07,94.78,96.72,96.88,93.1,81987295.0,-0.002584780810587217
2022-11-08,95.92,96.47,97.8,94.79,52088320.0,0.05182958432673379
2022-11-09,101.72,101.47,104.9,100.74,107677284.0,0.10249334778752339
2022-11-10,107.12,111.87,112.75,104.61,80670961.0,0.010279789040850806
2022-11-11,109.23,113.02,114.9,108.81,59961742.0,0.010617589807113914
2022-11-14,110.99,114.22,116.27,110.8,53394974.0,0.02503939765365093
2022-11-15,116.07,117.08,118.74,114.4116,50670499.0,-0.032883498462589644
2022-11-16,114.5,113.23,116.075,112.66,33287773.0,-0.015720215490594325
2022-11-17,110.41,111.45,112.33,109.8,35093822.0,0.005383580080753569
2022-11-18,113.8,112.05,114.32,110.62,33357707.0,-0.019544846050870146
2022-11-21,111.52,109.86,112.3699,109.19,24351074.0,0.014381940651738478
2022-11-22,109.86,111.44,111.62,108.3216,29028963.0,0.007178750897343766
2022-11-23,111.72,112.24,112.67,110.73,21343083.0,0.0
2022-11-24,112.24,112.24,112.24,112.24,0.0,-0.007394868139700583
2022-11-25,111.3,111.41,112.73,111.02,12007566.0,-0.023606498518983887
2022-11-28,110.78,108.78,112.04,108.38,23332816.0,0.006251149108291942
2022-11-29,109.54,109.46,110.94,108.5437,23899238.0,0.07893294354101954
2022-11-30,109.505,118.1,118.16,109.38,43348557.0,0.019813717188823077
2022-12-01,119.198,120.44,121.2,118.4,36551374.0,0.02532381268681494
2022-12-02,117.83,123.49,124.04,117.61,39950464.0,-0.008583690987124415
2022-12-05,121.75,122.43,124.67,121.35,35474884.0,-0.06787552070570935
2022-12-06,119.91,114.12,120.55,113.74,43689183.0,-0.0016649141254819755
2022-12-07,113.76,113.93,115.88,112.88,29461137.0,0.012288247169314426
2022-12-08,116.39,115.33,117.34,114.59,30619418.0,0.0049423393739704835
2022-12-09,115.3,115.9,117.54,113.87,26033353.0,-0.010267471958585128
2022-12-12,115.18,114.71,115.72,113.14,24747064.0,0.04742393862784433
2022-12-13,122.13,120.15,123.3,118.64,44701054.0,0.011985018726591745
2022-12-14,119.39,121.59,124.14,119.39,36922037.0,-0.04474052142445928
2022-12-15,118.33,116.15,118.625,114.01,34530970.0,0.02823934567369779
2022-12-16,120.23,119.43,123.31,118.8214,67064001.0,-0.04144687264506408
2022-12-19,116.83,114.48,117.8,114.331,29769875.0,0.022798742138364858
2022-12-20,113.26,117.09,117.33,112.46,28742501.0,0.022802972072764494
2022-12-21,116.7,119.76,120.34,115.62,20392799.0,-0.022044088176352727
2022-12-22,117.2,117.12,118.62,114.38,23618121.0,0.00785519125683054
2022-12-23,116.03,118.04,118.175,115.535,17796625.0,0.0
2022-12-26,118.04,118.04,118.04,118.04,0.0,-0.00982717722805837
2022-12-27,117.93,116.88,118.6,116.0501,21392311.0,-0.010780287474332573
2022-12-28,116.25,115.62,118.15,115.51,19612473.0,0.04013146514443866
2022-12-29,116.4,120.26,121.03,115.77,22366192.0,0.0006652253450856183
2022-12-30,118.16,120.34,120.42,117.74,19583825.0,0.0
2023-01-02,120.34,120.34,120.34,120.34,0.0,0.03656307129798897
2023-01-03,122.82,124.74,126.37,122.28,35528531.0,0.021083854417187853
2023-01-04,127.38,127.37,129.0498,125.85,32397094.0,-0.0033759912067206077
2023-01-05,126.125,126.94,128.52,124.54,25447099.0,0.024263431542461023
2023-01-06,128.97,130.02,130.33,126.04,27584498.0,-0.004230118443316555
2023-01-09,131.16,129.47,132.95,129.28,26649145.0,0.0271877655055226
2023-01-10,127.27,132.99,133.44,127.15,28684431.0,-0.0007519362358073822
2023-01-11,130.96,132.89,133.8494,130.34,25423046.0,0.028745579050342585
2023-01-12,133.44,136.71,137.6781,131.76,30757732.0,0.0019749835418036987
2023-01-13,134.97,136.98,137.39,134.835,22423839.0,0.0
2023-01-16,136.98,136.98,136.98,136.98,0.0,-0.011826544021024787
2023-01-17,136.176,135.36,136.75,134.25,21147587.0,-0.017287234042553168
2023-01-18,135.81,133.02,137.25,132.8,20215486.0,0.02353029619606062
2023-01-19,132.49,136.15,137.45,132.14,28625232.0,0.023650385604113033
2023-01-20,135.89,139.37,139.94,134.61,28688630.0,0.02798306665709993
2023-01-23,139.29,143.27,143.76,138.66,27470093.0,-0.0009073776785092358
2023-01-24,141.69,143.14,145.0,141.36,21970190.0,-0.011457314517255734
2023-01-25,141.22,141.5,143.17,140.31,26622021.0,0.04098939929328638
2023-01-26,144.4,147.3,147.51,143.3,25482084.0,0.030142566191446063
2023-01-27,148.237,151.74,153.19,147.39,35771865.0,-0.03084223013048637
2023-01-30,149.405,147.06,151.1233,146.95,28040100.0,0.012987896096831264
2023-01-31,147.95,148.97,149.88,147.52,29842109.0,0.02785795797811641
2023-02-01,148.03,153.12,153.58,147.06,55661017.0,0.23282392894461856
2023-02-02,183.38,188.77,197.16,180.16,150475687.0,-0.011866292313397309
2023-02-03,183.465,186.53,196.77,182.89,76809701.0,-0.002519701924623363
2023-02-06,186.53,186.06,190.7,185.5156,42483811.0,0.029882833494571548
2023-02-07,185.575,191.62,193.7799,184.4,47080662.0,-0.04274084124830391
2023-02-08,190.0,183.43,190.83,182.92,36139074.0,-0.03003870686365384
2023-02-09,186.13,177.92,186.65,177.27,37118811.0,-0.021189298561150927
2023-02-10,176.3534,174.15,178.89,173.35,33433567.0,0.030318690783807112
2023-02-13,178.215,179.43,181.0,175.82,31463223.0,0.0002786602017499362
2023-02-14,177.16,179.48,181.5064,175.88,24034631.0,-0.01292623133496762
2023-02-15,176.415,177.16,178.19,175.33,25337966.0,-0.02664258297584099
2023-02-16,172.75,172.44,175.85,171.79,25827473.0,0.002551612154952476
2023-02-17,170.22,172.88,173.18,169.7,24171260.0,0.0
2023-02-20,172.88,172.88,172.88,172.88,0.0,-0.004627487274409869
2023-02-21,174.31,172.08,178.17,171.88,34592582.0,-0.00557880055788007
2023-02-22,171.07,171.12,172.755,169.69,22433158.0,0.005376344086021501
2023-02-23,172.0,172.04,173.69,169.38,20017779.0,-0.009590792838874762
2023-02-24,168.64,170.39,170.72,167.66,19791334.0,-0.00498855566641232
2023-02-27,171.875,169.54,173.12,169.06,19277002.0,0.031850890645275465
2023-02-28,171.9,174.94,177.55,171.87,46051117.0,-0.00868869326626276
2023-03-01,174.59,173.42,177.85,173.05,30998380.0,0.006400645830930696
2023-03-02,172.38,174.53,175.01,171.43,17360708.0,0.06142210508222079
2023-03-03,178.92,185.25,186.62,177.05,45877692.0,-0.0018893387314439236
2023-03-06,188.0,184.9,189.66,184.64,33209394.0,-0.0021092482422931935
2023-03-07,189.0,184.51,190.36,184.01,36701495.0,0.002493089805430726
2023-03-08,182.87,184.97,185.26,181.34,19432405.0,-0.017732605287343883
2023-03-09,186.35,181.69,188.93,180.3,26582750.0,-0.011998458913534127
2023-03-10,181.01,179.51,184.77,178.8,25665032.0,0.007743301208846365
2023-03-13,177.96,180.9,183.78,174.82,24727969.0,0.07252625760088449
2023-03-14,187.58,194.02,194.32,186.56,41642627.0,0.019224822183280033
2023-03-15,192.95,197.75,197.78,190.8351,42123552.0,0.03630847029077122
2023-03-16,198.26,204.93,205.76,196.0886,50819659.0,-0.04547894402966868
2023-03-17,200.56,195.61,201.9,195.4304,50141098.0,0.011246868769490215
2023-03-20,198.48,197.81,199.36,193.64,25186315.0,0.021990799251807358
2023-03-21,203.2,202.16,203.55,197.95,31826952.0,-0.01162445587653338
2023-03-22,202.5,199.81,207.37,199.67,28477759.0,0.022371252690055465
2023-03-23,202.84,204.28,207.88,202.15,27389669.0,0.008468768357156709
2023-03-24,205.18,206.01,207.58,203.55,27733042.0,-0.015387602543565748
2023-03-27,204.81,202.84,205.86,201.36,18527184.0,-0.010648787221455347
2023-03-28,200.15,200.68,201.03,197.9,19127295.0,0.02327087901136138
2023-03-29,203.56,205.35,205.72,202.5355,18851137.0,0.01212563915266629
2023-03-30,203.38,207.84,208.09,202.82,22608303.0,0.019726712856042994
2023-03-31,207.24,211.94,212.17,206.77,25440273.0,0.005331697650278411
2023-04-03,208.84,213.07,213.4861,208.2,17924613.0,0.0077439339184306455
2023-04-04,213.39,214.72,216.24,212.54,21026367.0,-0.015089418777943453
2023-04-05,214.15,211.48,215.19,209.94,19396630.0,0.021846037450349964
2023-04-06,209.25,216.1,216.94,208.65,26104411.0,0.0
2023-04-07,216.1,216.1,216.1,216.1,0.0,-0.006247107820453457
2023-04-10,214.71,214.75,215.66,210.66,16106074.0,-0.004190919674039617
2023-04-11,215.48,213.85,216.02,213.41,16710101.0,0.0007014262333411292
2023-04-12,214.835,214.0,216.84,212.584,18972172.0,0.02967289719626165
2023-04-13,215.73,220.35,221.15,215.69,23310357.0,0.005173587474472496
2023-04-14,217.88,221.49,222.11,217.55,21591207.0,-0.011874125242674616
2023-04-17,219.79,218.86,220.979,217.13,15481874.0,-0.004432057022754399
2023-04-18,219.91,217.89,220.44,216.21,12280984.0,-0.010050943136444945
2023-04-19,213.472,215.7,217.33,212.93,15898078.0,-0.012192860454334653
2023-04-20,213.48,213.07,216.75,212.77,16475443.0,-0.0008447927911015007
2023-04-21,210.21,212.89,213.41,209.58,17717166.0,-0.0004697261496546812
2023-04-24,213.675,212.79,213.92,210.71,15750920.0,-0.02462521735043932
2023-04-25,210.815,207.55,211.26,207.13,19198175.0,0.008913514815707124
2023-04-26,212.5,209.4,214.11,208.88,41992726.0,0.13925501432664755
2023-04-27,239.89,238.56,241.685,236.77,71196531.0,0.007377598926894713
2023-04-28,239.01,240.32,240.43,235.75,39554036.0,0.011900798934753709
2023-05-01,238.615,243.18,244.0,236.46,29143912.0,-0.016201990295254487
2023-05-02,243.18,239.24,244.92,238.99,24350149.0,-0.009237585688012029
2023-05-03,239.47,237.03,241.75,232.75,34463859.0,-0.014808252119984822
2023-05-04,236.06,233.52,238.2,232.9264,17889391.0,-0.0031688934566632687
2023-05-05,232.24,232.78,234.68,229.85,27000480.0,0.002104991837786896
2023-05-08,231.415,233.27,235.62,230.27,16400526.0,0.0004286877866850336
2023-05-09,231.46,233.37,235.88,231.08,16865587.0,-0.0012426618674208356
2023-05-10,236.17,233.08,236.75,230.72,19119007.0,0.011626909215719738
2023-05-11,233.05,235.79,238.21,232.3,20448991.0,-0.008397302684592156
2023-05-12,236.74,233.81,236.9599,231.45,16161447.0,0.021598734014798282
2023-05-15,236.92,238.86,240.255,235.33,20653229.0,-0.00016746211169726966
2023-05-16,235.79,238.82,239.635,235.52,18163772.0,0.015346285905703194
2023-05-17,238.45,242.485,243.8423,238.14,21193080.0,0.01800111347093636
2023-05-18,241.3,246.85,247.0881,241.19,22943297.0,-0.004901762203767479
2023-05-19,247.47,245.64,248.69,243.41,21733581.0,0.010910275199478958
2023-05-22,245.41,248.32,253.57,245.12,27738479.0,-0.0063627577319587125
2023-05-23,246.81,246.74,251.61,246.65,17748115.0,0.01001053740779767
