time,open,close,high,low,volume,ret
2022-01-03,167.55,170.4045,170.70350000000002,166.1605,63869140.0,-0.01691563309654398
2022-01-04,170.43800000000002,167.522,171.4,166.34949999999998,70725160.0,-0.018893040914029102
2022-01-05,166.88299999999998,164.357,167.12625,164.357,64302720.0,-0.006711001052586818
2022-01-06,163.4505,163.254,164.8,161.93721,51957780.0,-0.004287796929937304
2022-01-07,163.839,162.554,165.24325,162.031,46605900.0,-0.006570124389433718
2022-01-10,160.5855,161.486,161.6615,156.30450000000002,87798300.0,0.02400208067572418
2022-01-11,161.5,165.362,166.35,160.7015,62805580.0,-0.0009373374777760235
2022-01-12,166.575,165.207,166.878,164.417,50029120.0,-0.0241696780402767
2022-01-13,165.25050000000002,161.214,166.2215,161.091,52188300.0,0.005731512151550211
2022-01-14,160.15,162.138,162.25,159.8005,45974860.0,0.0
2022-01-17,162.138,162.138,162.138,162.138,0.0,-0.019862709543722157
2022-01-18,159.105,158.9175,159.7345,157.6645,67441440.0,-0.016477102899303042
2022-01-19,158.762,156.299,159.25,156.25,53241920.0,-0.02963230730842814
2022-01-20,156.76600000000002,151.6675,158.0,151.351,71973320.0,-0.05950187086884129
2022-01-21,149.95,142.643,150.9,142.0704,163971440.0,0.013326977138730989
2022-01-24,139.0,144.544,144.945,135.352,156044740.0,-0.03153365065308844
2022-01-25,142.2425,139.986,143.6,138.145,90824660.0,-0.007954366865257856
2022-01-26,144.75,138.8725,145.18475,137.3185,95601700.0,0.005508650020702444
2022-01-27,140.8,139.6375,144.24349999999998,139.35,77515800.0,0.031084056933130544
2022-01-28,140.8605,143.978,143.998,137.92925,74391980.0,0.038863576379724485
2022-01-31,144.75,149.5735,150.3605,144.30051,78307440.0,0.010830795562048134
2022-02-01,150.0,151.1935,151.708,147.62774,59219840.0,-0.0038427577905134624
2022-02-02,155.05043,150.6125,155.075,148.86359,87329760.0,-0.07812764544775519
2022-02-03,141.7375,138.8455,144.2475,138.333,225531360.0,0.13535908617852233
2022-02-04,155.6065,157.6395,161.2,150.608,253455860.0,0.0018777019719042887
2022-02-07,158.52,157.9355,162.69075,157.25,102624380.0,0.02202164807785456
2022-02-08,156.75050000000002,161.4135,161.7925,155.5505,76040360.0,-0.0013877401828222835
2022-02-09,162.87349999999998,161.1895,163.8345,160.25,68785600.0,-0.013561677404545613
2022-02-10,158.35,159.0035,160.7165,157.75,68268120.0,-0.035911159188319774
2022-02-11,158.13451,153.2935,159.0,152.73375,77100440.0,0.012221653233829288
2022-02-14,151.751,155.167,158.44832,151.65,83230700.0,0.008658413193527004
2022-02-15,157.6055,156.5105,158.007,154.6375,56970660.0,0.0101590628104824
2022-02-16,155.7905,158.1005,158.834,154.7345,52704280.0,-0.02180891268528562
2022-02-17,158.14600000000002,154.6525,160.34875,154.5,64032500.0,-0.013261990591810546
2022-02-18,155.49949999999998,152.60150000000002,155.49949999999998,150.893,63604100.0,0.0
2022-02-21,152.60150000000002,152.60150000000002,152.60150000000002,152.60150000000002,0.0,-0.01575344934355183
2022-02-22,150.4785,150.1975,152.98250000000002,148.4855,66128240.0,-0.035756254265217446
2022-02-23,151.65050000000002,144.827,151.763,144.651,64243560.0,0.04509518252811984
2022-02-24,139.8375,151.358,151.749,139.5,100785760.0,0.01605795531124876
2022-02-25,150.55,153.7885,153.99,149.2135,62395360.0,-0.0014662994957359565
2022-02-28,152.425,153.56300000000002,154.45,150.85,57683420.0,-0.015765516432995064
2022-03-01,152.73250000000002,151.142,154.099,149.977,44873580.0,0.006024136242738676
2022-03-02,150.849,152.0525,152.99949999999998,148.75,47334720.0,-0.027319511352986825
2022-03-03,153.5315,147.89849999999998,153.929,146.856,65197200.0,-0.015263846489315114
2022-03-04,147.159,145.64100000000002,147.85,143.807,60983120.0,-0.05622043243317487
2022-03-07,145.4435,137.453,146.09449999999998,137.41649999999998,86933860.0,-0.01046539544426095
