time,open,close,high,low,volume,ret
2022-01-03,29.815,30.121,30.711,29.785000000000004,392402940.0,-0.027588725473921882
2022-01-04,30.277,29.29,30.468,28.349,527154400.0,-0.057562307954933334
2022-01-05,28.949,27.604000000000003,29.416000000000004,27.533,498063880.0,0.02079408781336034
2022-01-06,27.64,28.178,28.437990000000003,27.065,454186370.0,-0.0330399602526793
2022-01-07,28.141,27.247000000000003,28.422000000000004,27.057,409938510.0,0.005615297096927874
2022-01-10,26.581,27.4,27.469,25.64384,594680950.0,0.015218978102189862
2022-01-11,27.3225,27.817,28.065,26.839,404089290.0,0.006542761620591753
2022-01-12,28.0665,27.999,28.595,27.608,383413480.0,-0.050858959248544555
2022-01-13,28.379,26.575,28.48,26.498,538868090.0,0.013809971777986929
2022-01-14,26.3,26.942,27.1969,26.21001,395832350.0,0.0
2022-01-17,26.942,26.942,26.942,26.942,0.0,-0.03856432336129467
2022-01-18,26.26,25.903,26.638,25.77,425306170.0,-0.03227425394741912
2022-01-19,26.079,25.067,26.54317,25.052,488314510.0,-0.036581960346272036
2022-01-20,25.304,24.15,25.57904,24.078,435180730.0,-0.03213250517598343
2022-01-21,23.507,23.374,24.823,23.263,718957840.0,-8.556515786761754e-05
2022-01-24,22.33,23.372,23.380000000000003,20.888,915810630.0,-0.04483997946260476
2022-01-25,22.546,22.324,22.943,22.0,664616360.0,0.02006808815624428
2022-01-26,23.24,22.772,24.057,22.3,755958730.0,-0.03636044264886695
2022-01-27,23.568,21.944,23.995,21.675,573352720.0,0.0408312067079839
2022-01-28,22.01215,22.84,22.858,21.296,543774250.0,0.07206654991243444
2022-01-31,23.182,24.486,24.509,23.052,564679680.0,0.006207628849138391
2022-02-01,25.104,24.638,25.145,23.89001,518925170.0,0.024514976865005256
2022-02-02,25.794,25.242,25.817,24.55301,543419410.0,-0.05126376673797639
2022-02-03,24.458,23.948,25.077,23.78,410177780.0,0.015491899114748575
2022-02-04,23.972,24.319,24.635,23.632,354828500.0,0.01681812574530217
2022-02-07,24.372,24.728,25.182,24.202,376867500.0,0.01536719508249762
