time,open,close,high,low,volume,ret
2022-01-03,145.055,144.9915,145.851,143.71275,28678940.0,-0.004082997968846591
2022-01-04,145.39600000000002,144.3995,146.48489,143.71625,28399440.0,-0.04587619763226314
2022-01-05,144.42000000000002,137.775,144.49938,137.68800000000002,54618280.0,-0.0001996007984031989
2022-01-06,136.99849999999998,137.7475,139.94,136.5585,37347420.0,-0.0053031815459446685
2022-01-07,138.1455,137.017,138.4485,135.7665,29760560.0,0.012060547231365515
2022-01-10,135.078,138.6695,138.8195,133.1645,44408120.0,0.007690948622443905
2022-01-11,138.007,139.736,140.216,136.69225,28729700.0,0.012126438426747654
2022-01-12,141.15,141.4305,142.60775,140.6945,26112040.0,-0.020105281392627572
2022-01-13,141.54000000000002,138.587,142.85,138.409,31436600.0,0.006447213663619333
2022-01-14,137.079,139.4805,140.74200000000002,136.99849999999998,29661280.0,0.0
2022-01-17,139.4805,139.4805,139.4805,139.4805,0.0,-0.024967647807399684
2022-01-18,136.175,135.998,137.13150000000002,135.43824999999998,34888100.0,-0.006481712966367015
2022-01-19,136.52349999999998,135.1165,137.9595,135.0155,28647640.0,-0.013388446266740184
2022-01-20,136.25,133.3075,137.626,132.96466,29907140.0,-0.022174296269902194
2022-01-21,132.5935,130.35150000000002,134.86552999999998,130.0865,55651420.0,0.003471383144804552
2022-01-24,125.978,130.804,131.203,124.5,76694240.0,-0.02957860615883301
2022-01-25,128.74,126.935,129.399,126.50050000000002,46960560.0,0.018103753889786134
2022-01-26,131.119,129.233,133.0,127.142,49129500.0,-0.0017642552598795547
2022-01-27,131.304,129.005,132.65225,128.93229,32018780.0,0.033688616720282116
2022-01-28,129.659,133.351,133.3565,128.485,34361480.0,0.014641809960180385
2022-01-31,134.16199999999998,135.3035,135.473,132.2095,39986000.0,0.017298148237111288
2022-02-01,137.59449999999998,137.644,137.79275,134.36849999999998,68643640.0,0.07523756938188364
2022-02-02,151.25,148.0,151.54658,145.52251,123199220.0,-0.0331756756756757
2022-02-03,145.7055,143.09,149.675,142.66532,71517220.0,0.0014186875393109588
2022-02-04,143.44464,143.293,144.875,140.515,57998220.0,-0.02855687298053644
2022-02-07,144.25,139.201,144.25,138.9,54973300.0,0.0014224035746870367
