open,close,high,low,volume,time,ret
29.815,30.121,30.711,29.785000000000004,392402940,2022-01-03,-0.027588725473921882
30.277,29.29,30.468,28.349,527154400,2022-01-04,-0.057562307954933334
28.949,27.604000000000003,29.416000000000004,27.533,498063880,2022-01-05,0.02079408781336034
27.64,28.178,28.437990000000003,27.065,454186370,2022-01-06,-0.0330399602526793
28.141,27.247000000000003,28.422000000000004,27.057,409938510,2022-01-07,0.005615297096927874
26.581,27.4,27.469,25.64384,594680950,2022-01-10,0.015218978102189862
27.3225,27.817,28.065,26.839,404089290,2022-01-11,0.006542761620591753
28.0665,27.999,28.595,27.608,383413480,2022-01-12,-0.050858959248544555
28.379,26.575,28.48,26.498,538868090,2022-01-13,0.013809971777986929
26.3,26.942,27.1969,26.21001,395832350,2022-01-14,-0.03856432336129467
26.26,25.903,26.638,25.77,425306170,2022-01-18,-0.03227425394741912
26.079,25.067,26.54317,25.052,488314510,2022-01-19,-0.036581960346272036
25.304,24.15,25.57904,24.078,435180730,2022-01-20,-0.03213250517598343
23.507,23.374,24.823,23.263,718957840,2022-01-21,-8.556515786761754e-05
22.33,23.372,23.380000000000003,20.888,915810630,2022-01-24,-0.04483997946260476
22.546,22.324,22.943,22.0,664616360,2022-01-25,0.02006808815624428
23.24,22.772,24.057,22.3,755958730,2022-01-26,-0.03636044264886695
23.568,21.944,23.995,21.675,573352720,2022-01-27,0.0408312067079839
22.01215,22.84,22.858,21.296,543774250,2022-01-28,0.07206654991243444
23.182,24.486,24.509,23.052,564679680,2022-01-31,0.006207628849138391
25.104,24.638,25.145,23.89001,518925170,2022-02-01,0.024514976865005256
25.794,25.242,25.817,24.55301,543419410,2022-02-02,-0.05126376673797639
24.458,23.948,25.077,23.78,410177780,2022-02-03,0.015491899114748575
23.972,24.319,24.635,23.632,354828500,2022-02-04,0.01681812574530217
24.372,24.728,25.182,24.202,376867500,2022-02-07,0.01536719508249762
24.359,25.108,25.23,23.98,410358640,2022-02-08,0.06360522542615898
25.622000000000003,26.705,26.725,25.353,524281660,2022-02-09,-0.03299007676465071
25.995,25.824,26.92499,25.6,513199720,2022-02-10,-0.07260687732342008
25.916000000000004,23.949,26.152,23.773,605471980,2022-02-11,0.013278216209444915
23.934,24.267,24.875,23.755000000000003,440424430,2022-02-14,0.09181192566036178
24.949,26.495,26.545,24.784,701752800,2022-02-15,0.0006038875259484211
26.259,26.511000000000003,26.582,25.552,732676330,2022-02-16,-0.07559126400362115
25.630000000000003,24.507,25.785000000000004,24.165,810595080,2022-02-17,-0.03529603786673208
24.6675,23.642,24.986,23.1,761254910,2022-02-18,-0.010658996700786738
23.035,23.39,24.06399,23.0,633422440,2022-02-22,-0.04288157332193243
23.802,22.387,24.15499,22.301,566510770,2022-02-23,0.060794210925983805
21.015,23.748,23.8,20.89,735800630,2022-02-24,0.017222502947616514
23.721,24.157,24.217,23.381,528865510,2022-02-25,0.009438258061845506
23.992,24.385,24.665,23.70701,477318610,2022-02-28,-0.037236005741234424
24.291,23.477,24.377,23.132,412055980,2022-03-01,0.03164799591089151
23.756,24.22,24.409,23.415,389641850,2022-03-02,-0.020891824938067738
24.2615,23.714,24.32599,23.469,365095040,2022-03-03,-0.032807624188243234
23.384,22.936,23.68,22.482,432010700,2022-03-04,-0.06906173700732476
22.817,21.352,23.033,21.33,450820890,2022-03-07,0.007587111277632008
21.309,21.514,22.37299,20.65,557467190,2022-03-08,0.06972204146137395
22.387,23.014,23.22,22.247,492741950,2022-03-09,-0.015468845050838564
22.531,22.658,22.788,21.882,428065650,2022-03-10,-0.024627063288904627
23.022,22.1,23.145,22.046,367208570,2022-03-11,-0.034841628959276116
21.869,21.33,22.262,21.15901,385354240,2022-03-14,0.07702766057196442
21.518,22.973,23.038,21.32201,491995690,2022-03-15,0.06629521612327505
23.5,24.496,24.597,23.172,671421740,2022-03-16,0.011022207707380716
24.12,24.766,24.842,23.906,471941190,2022-03-17,0.06811758055398531
24.799,26.453,26.568990000000003,24.624,730718560,2022-03-18,0.01062261369220896
26.507,26.734,27.15199,25.967,591727080,2022-03-21,-0.007855165706590839
26.727,26.524,27.238,26.072000000000003,547007100,2022-03-22,-0.03355451666415321
26.126,25.634,26.6115,25.57501,502119860,2022-03-23,0.09815089334477634
26.166000000000004,28.15,28.31999,25.907,877379140,2022-03-24,-0.016269982238010572
27.886000000000003,27.692,28.358,27.271,579016180,2022-03-25,0.019030767008522353
27.7555,28.219,28.25,27.206,425493920,2022-03-28,0.015486020057408068
28.6945,28.656,28.946,27.98,488984400,2022-03-29,-0.033710217755443805
28.304,27.69,28.4955,27.503,463487130,2022-03-30,-0.014590104730949793
27.782,27.286,28.248,27.27,523440220,2022-03-31,-0.021036428937916907
27.375,26.712,27.496,26.267000000000003,517235110,2022-04-01,0.0242587601078168
26.728,27.360000000000003,27.558,26.613,397707820,2022-04-04,-0.05222953216374271
27.254,25.931,27.319,25.82,436614730,2022-04-05,-0.05877135474914197
24.934,24.407,25.3,24.003,703832560,2022-04-06,-0.008153398615151408
24.441,24.208,24.722,23.478,557992360,2022-04-07,-0.04498512888301387
23.917,23.119,23.923,23.06201,524780640,2022-04-08,-0.05199186816038748
22.214,21.917,22.31994,21.66,575206840,2022-04-11,-0.01884381986585759
22.537,21.504,22.725,21.28204,662258070,2022-04-12,0.032505580357142794
21.728,22.203,22.5,21.455,516943440,2022-04-13,-0.042561815970814654
22.505000000000003,21.258000000000003,22.777,21.163,569096850,2022-04-14,0.024696584815128375
21.2,21.783,22.088,21.079,525700610,2022-04-18,0.0190515539641003
21.72,22.198,22.373,21.314,512780580,2022-04-19,-0.03225515812235347
22.5171,21.482,22.67037,21.2,468974440,2022-04-20,-0.0604692300530677
21.70915,20.183,22.392,20.0,656209440,2022-04-21,-0.033097160977059836
20.303,19.515,20.486,19.5,624713430,2022-04-22,0.01983089930822457
19.202,19.902,19.945,19.096,641565610,2022-04-25,-0.055974273942317354
19.718,18.788,19.788,18.67,653142500,2022-04-26,-0.019853097721950208
18.598,18.415,19.167,18.29,499460170,2022-04-27,0.07423296225902809
18.967,19.782,20.037,18.48957,570326710,2022-04-28,-0.062430492366798096
19.402,18.547,20.12848,18.517,500434910,2022-04-29,0.05316223648029328
18.5405,19.533,19.574,18.391,572048680,2022-05-02,0.00353248348947921
19.4,19.602,19.825,19.133000000000003,475750840,2022-05-03,0.03734312825221919
19.923,20.334,20.4,18.751,648854630,2022-05-04,-0.07327628602340897
19.867,18.844,19.925,18.5,626331410,2022-05-05,-0.008968371895563654
18.736,18.675,19.512,17.990000000000002,633296720,2022-05-06,-0.09236947791164662
18.034,16.95,18.255000000000003,16.827,644454510,2022-05-09,0.038053097345132736
17.689,17.595,18.198,17.025,761474290,2022-05-10,-0.0548451264563794
17.347,16.630000000000003,17.753,16.568,670167030,2022-05-11,-0.02736019242333143
16.2191,16.175,16.788,15.566999999999998,708728370,2022-05-12,0.09465224111282833
16.788,17.706,17.92843,16.5925,670436510,2022-05-13,-0.02496328928046987
17.509,17.264,17.788,17.106,521445980,2022-05-16,0.05288461538461542
18.074,18.177,18.371,17.634,585829710,2022-05-17,-0.06816306321175114
17.705000000000002,16.938,18.118,16.863999999999997,545161060,2022-05-18,0.010981225646475634
16.937,17.124000000000002,17.687,16.73405,621309590,2022-05-19,-0.02511095538425623
17.332,16.694,17.41,15.755,739105260,2022-05-20,0.012219959266802416
16.274,16.898,16.915,16.179009999999998,639888690,2022-05-23,-0.044028879157296696
16.509999999999998,16.154,16.597,15.78,588550020,2022-05-24,0.050823325492138194
16.02,16.975,17.11099,16.0,781131900,2022-05-25,0.051605301914580126
16.036,17.851,18.092,16.022,996574520,2022-05-26,0.05377849980393257
18.186,18.811,18.881,18.1,738379350,2022-05-27,-0.007389293498484939
18.98,18.672,19.2,18.35,664099510,2022-05-31,-0.018851756640959727
18.724,18.32,19.05318,18.122,544513900,2022-06-01,0.06943231441048026
18.292,19.592,19.619,18.198,648655800,2022-06-02,-0.04450796243364641
19.0815,18.72,19.3323,18.52156,598778700,2022-06-03,0.003525641025641235
19.139,18.786,19.337,18.5642,422406150,2022-06-06,0.00745235813903955
18.472,18.926,19.0,18.188,388914110,2022-06-07,-0.014688787910810408
18.799,18.648,19.18,18.535,363252460,2022-06-08,-0.03217503217503226
18.481,18.048,18.933,18.041,395573790,2022-06-09,-0.05950797872340419
17.6,16.974,17.697,16.869,465649660,2022-06-10,-0.07817839047955699
16.0,15.647,16.312,15.606,604153380,2022-06-13,0.012078992778168374
15.731,15.836000000000002,16.066,15.412,469679520,2022-06-14,0.043634756251578644
16.095,16.527,16.868000000000002,15.925999999999998,563935650,2022-06-15,-0.056029527439946714
15.86,15.601,15.94232,15.401,545748670,2022-06-16,0.01788346900839688
15.648,15.88,15.995,15.328,630333970,2022-06-17,0.043198992443324924
16.4745,16.566,17.008000000000003,16.407,483088880,2022-06-21,-0.012435108052637922
16.226,16.36,16.662,16.18,437997440,2022-06-22,-0.00825183374083116
16.5185,16.225,16.585,15.853,463679590,2022-06-23,0.055531587057010556
16.5,17.125999999999998,17.14,16.31,472152830,2022-06-24,-0.015006422982599465
17.312,16.869,17.330000000000002,16.6255,427967880,2022-06-27,-0.05258165866382125
16.9,15.982,17.201990000000002,15.945,461859360,2022-06-28,-0.027530972343886906
15.813999999999998,15.541999999999998,15.82,15.169999999999998,482352280,2022-06-29,-0.024642903101273816
15.361,15.159,15.566999999999998,14.862,686070030,2022-06-30,-0.04195527409459732
14.899,14.523,15.06291,14.392,577610080,2022-07-01,0.030365626936583512
14.175,14.964,14.971,14.055,652207610,2022-07-05,0.01109329056402042
15.01,15.13,15.31899,14.788999999999998,529065860,2022-07-06,0.04811632518175801
15.4555,15.858,15.945,15.389,492902760,2022-07-07,-0.001261193088661905
15.43,15.838,16.03699,15.389,467971760,2022-07-08,-0.043313549690617514
15.526,15.152,15.52699,15.03801,438388730,2022-07-11,-0.004619852164730598
15.268,15.082,15.431,14.877,458483100,2022-07-12,0.005436944702293944
14.59,15.163999999999998,15.375,14.465,521918340,2022-07-13,0.013716697441308545
15.108,15.372,15.47299,14.728,456234840,2022-07-14,0.02537080405932879
15.659,15.762,15.782,15.445,385935470,2022-07-15,0.021507422915873597
16.302,16.101,16.897,16.002000000000002,670517450,2022-07-18,0.05533817775293448
16.486,16.991999999999997,17.11,16.17201,702366080,2022-07-19,0.04796374764595113
16.947,17.807,17.932499999999997,16.801,760537790,2022-07-20,0.013646318863368423
17.884999999999998,18.05,18.144,17.54456,557049280,2022-07-21,-0.040498614958448864
17.893,17.319,17.967,17.1365,536670880,2022-07-22,-0.017033316011316968
17.019,17.024,17.124000000000002,16.649,480747510,2022-07-25,-0.028841635338345828
16.889,16.533,16.919,16.478,397864910,2022-07-26,0.07602975866448913
17.032,17.79,17.936,16.91301,569776230,2022-07-27,0.010905002810567943
17.975,17.984,18.14,17.44,474646280,2022-07-28,0.00995329181494653
17.813,18.163,18.244,17.692,435460420,2022-07-29,0.01530584154600012
18.182,18.441,18.846,17.990000000000002,476469040,2022-08-01,0.0046092945068054725
18.122,18.526,18.93753,18.092,489526920,2022-08-02,0.019809996761308568
18.184,18.893,18.968,18.137,418145570,2022-08-03,0.017043349388662365
18.849,19.215,19.274,18.76,409652270,2022-08-04,-0.011761644548529793
18.81,18.989,19.22892,18.666,386068290,2022-08-05,-0.06298383274527364
17.502000000000002,17.793,18.239,17.241999999999997,983783180,2022-08-08,-0.03973472713988635
17.252000000000002,17.086000000000002,17.44719,16.724,668262650,2022-08-09,0.059171251316867624
17.698,18.097,18.118,17.31701,597422460,2022-08-10,-0.008564955517489148
18.131,17.942,18.707,17.875999999999998,509326550,2022-08-11,0.04274885742949497
18.16,18.709,18.718,17.953,478094150,2022-08-12,0.017264418194451903
18.701,19.032,19.164,18.613,457665560,2022-08-15,-0.008039092055485475
18.9195,18.879,19.142,18.501,451239640,2022-08-16,-0.02881508554478518
18.523,18.335,18.688,18.145,446799110,2022-08-17,0.023888737387510073
18.301,18.773,18.86499,18.183,415446560,2022-08-18,-0.049219623927981626
18.406,17.849,18.52,17.77,441588330,2022-08-19,-0.045660821334528645
17.490000000000002,17.034,17.558,16.966,409592710,2022-08-22,0.008629799225079449
16.9885,17.181,17.465,16.97,369985770,2022-08-23,0.0023863570222921737
17.012,17.222,17.406,16.895,522660710,2022-08-24,0.04012309836255956
